;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011
2014-01-31;0,987654;1,00307;1,965448;-18,334361;15,810929;0,426438;1,015622
2014-02-28;0,907197;0,940759;-3,618967;-10,258332;6,663908;0,937148;0,931865
2014-03-31;1,020274;1,006738;12,869316;8,445163;5,519356;8,037977;1,045681
2014-04-30;1,00098;1,012139;11,61008;13,049665;-14,817249;0,346348;0,998304
2014-05-31;1,035233;1,052016;-0,386518;-0,965868;-1,025903;0,057358;1,019946
2014-06-30;0,989532;0,984486;11,787418;16,385914;6,821994;2,978315;0,984555
2014-07-31;1,034081;1,032014;13,311183;20,248325;2,993052;9,413826;0,967502
2014-08-31;1,020576;1,002852;-29,667474;-24,728709;-40,446515;-24,663058;0,986763
2014-09-30;0,996226;0,936526;7,920889;11,096658;9,67925;7,122231;1,011704
2014-10-31;1,01791;0,970738;8,035919;16,268631;8,879863;13,821335;1,053232
2014-11-30;0,981477;1,016263;-5,466727;-0,596696;8,198649;1,752327;0,968877
2014-12-31;1,009229;1,026082;-26,281326;-29,962603;-8,811539;-20,2691;1,016552
2015-01-31;0,986246;0,997835;0,905702;-18,907128;15,120767;0,762102;1,015104
2015-02-28;0,905338;0,949898;-3,577973;-9,699964;5,68566;1,051825;0,930792
2015-03-31;1,020273;1,028519;11,383324;8,054039;5,123499;8,203996;1,050516
2015-04-30;1,005144;1,018895;10,616221;12,474207;-13,093195;0,54835;0,992916
2015-05-31;1,034865;1,047566;-0,638224;-0,229505;-2,492431;0,623636;1,016767
2015-06-30;0,991178;0,971855;12,026447;16,781422;6,595818;1,811973;0,990883
2015-07-31;1,034869;1,033718;13,961458;20,022175;6,388852;8,259951;0,961916
2015-08-31;1,017589;1,022304;-26,909885;-25,059912;-38,265533;-24,14755;0,990675
2015-09-30;0,9921;0,917016;6,900876;10,280073;9,447199;7,238316;1,016285
2015-10-31;1,020937;0,958848;7,617334;16,00575;8,092507;12,891457;1,047074
2015-11-30;0,981794;1,010245;-5,232293;0,039204;7,937836;3,142925;0,974177
2015-12-31;1,010206;1,027713;-24,871552;-29,727346;-10,407938;-19,887772;1,015874
2016-01-31;0,987023;1,005935;-0,663626;-19,765937;13,467441;0,477866;1,01384
2016-02-29;0,905078;0,962708;-3,864266;-9,18615;4,637364;1,342971;0,925514
2016-03-31;1,019141;1,04254;10,165304;8,880274;5,747209;8,202811;1,056056
2016-04-30;1,005685;1,014398;8,67605;11,356858;-11,533098;-0,358809;0,984662
2016-05-31;1,033283;1,040207;-0,416264;1,093462;-3,337074;1,792146;1,019072
