;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011
2001-02-28;155,199141;1754,460544;192,059711;100,329759;138,089564;134,22145;92,863167
2001-03-31;170,098132;1963,246815;219,638996;112,198084;148,664023;143,611056;101,554053
2001-04-30;161,834958;1801,319034;169,327828;109,838957;120,834104;129,319715;110,308338
2001-05-31;171,094941;1803,651027;187,050937;115,034346;125,042726;135,994912;109,68096
2001-06-30;161,527585;1742,290455;205,860065;126,333869;131,36983;142,928824;99,307494
2001-07-31;166,58201;1748,484812;206,99326;129,458363;132,701992;145,581862;105,193564
2001-08-31;167,929282;1808,460763;150,141373;92,304983;93,952471;94,254278;113,73687
2001-09-30;164,786605;1681,075632;208,117178;113,097432;148,720758;131,681713;103,815466
2001-10-31;170,714315;1689,018984;194,810844;128,600508;144,807954;128,182572;123,083493
2001-11-30;159,77527;1249,729756;176,649963;108,607259;145,528597;122,791765;114,798906
2001-12-31;164,507958;1324,645039;137,453935;71,275023;138,436373;89,599631;104,887404
2002-01-31;166,676807;1776,687355;181,863677;86,518389;129,374979;127,007604;118,477561
2002-02-28;149,254195;1624,306171;190,758812;94,850471;140,476507;112,416065;102,997582
2002-03-31;171,189738;1734,201353;191,098278;109,591079;140,257769;117,981038;110,195113
2002-04-30;163,277028;1561,925352;193,743139;118,196293;136,635543;115,166871;111,907689
2002-05-31;162,262983;1738,428091;193,805104;106,199678;110,462688;122,996074;112,826563
2002-06-30;151,005074;1660,233442;187,215677;120,928456;141,386151;107,85398;98,270947
2002-07-31;155,509387;1731,067737;195,262121;131,089699;128,717761;128,670775;112,088259
2002-08-31;155,88714;1730,630488;143,443844;77,302651;76,719305;73,129366;110,055432
2002-09-30;153,048963;1695,796339;195,300749;116,099545;141,34854;115,593024;108,272891
2002-10-31;160,00939;1572,85657;194,580719;121,18423;133,933672;128,192598;118,693393
2002-11-30;151,415863;1402,329564;169,238723;97,276791;132,660369;108,806734;103,989179
2002-12-31;152,032046;1754,169045;134,537741;76,854542;145,99499;93,636229;109,52854
2003-01-31;146,980493;1707,164806;183,66911;76,001083;131,305009;133,749649;115,577022
2003-02-28;137,772219;1507,633634;187,479705;90,905898;117,508885;125,452034;102,647304
2003-03-31;154,46087;1642,160495;209,34526;112,097062;126,444621;138,967886;110,478914
2003-04-30;148,708391;1534,524431;206,997845;118,096136;114,214435;128,117536;117,561691
2003-05-31;156,05519;1515,722736;184,810805;102,791521;118,437969;123,936196;108,16323
2003-06-30;144,955276;1320,491176;187,855113;120,18787;124,096352;130,280211;106,487222
2003-07-31;146,245095;1428,345864;204,628979;125,511007;118,549268;140,777812;109,784798
2003-08-31;138,848026;1517,690355;143,530491;74,105123;83,93784;87,024104;101,341295
2003-09-30;137,497881;1466,167879;208,02944;122,783257;141,251975;133,389737;112,517872
2003-10-31;143,830634;1133,785967;209,519717;128,683884;123,746902;142,097358;116,335022
2003-11-30;137,266633;1290,248139;175,554084;102,077007;133,131716;121,586603;100,577511
2003-12-31;149,422245;1515,285487;154,865074;81,177891;139,200416;108,769432;112,177645
2004-01-31;143,451445;1473,965482;188,379031;81,562642;116,953636;132,154278;109,564317
2004-02-29;135,510008;1371,722153;208,763767;97,007644;143,425727;117,115469;98,541873
2004-03-31;143,872288;1460,55652;214,442169;121,225824;137,511537;130,280198;117,037493
2004-04-30;138,38122;1426,523994;216,368914;117,238946;118,963863;124,691218;108,138464
2004-05-31;148,751481;1441,609075;188,716709;107,301048;138,907208;112,677744;98,738451
2004-06-30;134,385366;1224,952328;214,192419;131,766314;139,775228;138,356391;109,667741
2004-07-31;137,427501;1355,689699;199,243266;120,105776;123,747644;135,35316;101,012077
2004-08-31;134,100974;1331,05802;153,37547;81,48947;93,90693;90,08142;107,552098
2004-09-30;129,025004;1307,227964;206,666925;120,984384;139,676116;141,472418;106,984127
2004-10-31;130,48431;1346,87185;184,56058;114,532524;128,780196;127,880263;105,109305
2004-11-30;130,323442;1136,773833;187,85954;104,82212;135,161244;132,268822;105,6518
2004-12-31;135,823127;1294,329127;155,84644;81,905938;144,316362;107,83561;108,892696
2005-01-31;136,515435;1335,284758;180,884397;86,073205;138,82341;132,751001;105,160379
2005-02-28;116,834921;1156,595776;162,570529;89,056651;136,275852;126,153172;95,658555
2005-03-31;131,199599;1318,669306;190,219973;107,846019;145,516802;141,544987;114,760288
2005-04-30;121,013188;1283,179284;189,3311;118,481846;131,686136;145,180478;104,312438
2005-05-31;128,438984;1361,738307;168,61175;117,580248;139,943974;128,535419;106,592632
2005-06-30;123,019733;1265,980834;206,012841;130,094388;140,706412;136,401513;104,522076
2005-07-31;129,409939;1167,30837;190,107472;114,156647;134,900968;122,95609;94,923116
2005-08-31;133,815146;1067,907158;152,645495;88,696415;81,909477;96,357599;110,344701
2005-09-30;130,234389;577,678452;194,93244;122,332008;152,187356;137,64668;107,112853
2005-10-31;135,998358;614,042972;187,073244;116,241159;127,078031;126,045603;104,019234
2005-11-30;129,076712;806,942538;193,56364;107,974643;143,942412;124,700939;107,59914
2005-12-31;133,272215;1178,239588;154,168149;82,476982;160,85582;113,741237;106,799283
2006-01-31;131,19529;1246,158891;184,284526;87,785029;150,026633;122,993954;105,352798
2006-02-28;119,094259;1142,895315;178,559532;97,437326;141,869863;113,075742;96,069695
2006-03-31;126,614852;1191,721424;201,478923;118,530535;150,510735;134,778266;114,474143
2006-04-30;121,267417;1229,616314;178,327735;111,805418;138,362899;116,461394;99,377195
2006-05-31;127,04575;1194,782165;186,037285;120,846507;142,733327;126,094847;108,030811
2006-06-30;123,523883;1052,676327;194,595332;132,73265;142,579682;135,014277;102,373839
2006-07-31;125,517501;1005,526338;176,154297;118,795143;122,549463;123,317735;92,727137
2006-08-31;126,768539;1139,543075;158,532728;88,404626;109,301173;87,821869;108,794307
2006-09-30;127,446484;1092,393087;177,824973;121,116922;146,727595;124,304028;101,242298
2006-10-31;132,436274;1149,016798;187,410879;127,921903;144,147142;120,570615;106,236291
2006-11-30;127,098894;1113,526775;188,232571;121,109825;140,583279;115,940514;104,837858
2006-12-31;127,821365;1121,980251;157,607739;83,658216;133,249161;105,324161;99,973336
2007-01-31;112,793104;1107,696792;184,788711;94,301029;163,474164;126,141817;109,426498
2007-02-28;96,003911;1024,692408;178,698629;107,023227;146,00697;111,542813;96,908006
2007-03-31;118,297099;1141,875068;212,002799;121,944908;147,309093;130,214209;109,904723
2007-04-30;114,169103;652,083612;199,918233;121,300832;111,393115;114,705111;105,300916
2007-05-31;121,818966;1049,761335;184,224403;118,592208;137,134094;116,719506;108,482875
2007-06-30;117,896364;1103,178555;185,49176;136,628788;127,865723;131,432629;101,279161
2007-07-31;120,944244;1126,206989;199,293932;137,657317;134,344849;129,745578;103,07619
2007-08-31;119,907218;1111,850655;162,100143;92,942432;83,370036;98,66651;109,807692
2007-09-30;116,044942;1084,158235;199,815025;121,897813;138,003089;112,02106;98,652623
2007-10-31;122,071759;1143,186815;210,240795;139,027088;118,563535;134,051816;113,526789
2007-11-30;116,720015;965,590954;192,803019;119,0569;135,15606;121,551429;102,892875
2007-12-31;123,318488;1038,465743;141,363545;77,626219;144,459789;104,586911;97,912653
2008-01-31;121,235818;1082,64244;201,798522;102,795465;135,340522;110,309595;106,190795
2008-02-29;112,903701;964,118883;201,493878;117,660026;134,216175;137,156413;98,315664
2008-03-31;121,405304;1090,848141;192,105765;115,28174;136,531741;118,146609;99,758152
2008-04-30;117,350561;1041,963733;209,497191;132,664982;96,440787;141,141739;106,571008
2008-05-31;117,686661;1049,885222;176,984456;116,377344;133,972971;127,923927;100,594677
2008-06-30;116,230228;997,510111;194,298358;135,987632;134,872635;133,280802;97,882466
2008-07-31;122,768376;1022,309402;205,475212;135,569249;127,264966;135,815643;104,449582
2008-08-31;118,996589;988,065539;160,134176;79,752715;87,714863;85,535199;98,194267
2008-09-30;111,960036;684,024632;186,658405;128,15852;134,347056;119,173845;107,28406
2008-10-31;115,138622;640,839032;200,750739;126,973694;112,042148;114,467214;109,871854
2008-11-30;107,34369;1029,203357;165,808344;96,298035;127,375119;90,311428;94,466374
2008-12-31;113,469613;1085,834356;109,55874;75,220305;105,596095;69,645264;109,493827
2009-01-31;105,354381;1012,136082;136,543006;72,140863;118,443556;100,936466;101,99123
2009-02-28;107,883748;935,537391;159,779045;89,334964;123,809502;101,96315;92,156994
2009-03-31;112,074942;1014,737711;170,491929;110,940019;96,023973;88,371812;106,046277
2009-04-30;108,403698;963,565035;164,455903;112,11564;88,276681;77,308952;103,402562
2009-05-31;110,878484;977,673594;152,019135;97,741211;102,44579;65,460376;95,716312
2009-06-30;110,878484;910,227977;166,975742;121,758655;102,412958;95,293685;102,678673
2009-07-31;108,464023;958,711574;178,418809;117,447426;84,139743;108,782311;99,635539
2009-08-31;109,193676;909,302467;124,746208;73,431733;62,781255;69,52519;99,544782
2009-09-30;105,071425;909,470079;174,091565;114,455066;78,90188;116,194843;106,335843
2009-10-31;109,611646;943,743092;164,310124;112,035858;79,822167;106,711174;103,122861
2009-11-30;105,048444;866,466666;145,317609;98,97624;112,82696;98,148176;99,732474
2009-12-31;107,013336;825,255973;110,845387;66,484293;127,421139;75,293973;107,116269
2010-01-31;103,817514;868,667484;121,99129;60,716538;115,231228;97,633327;98,128497
2010-02-28;90,031675;785,473625;153,666617;78,505638;125,578267;96,476801;92,633889
2010-03-31;105,648828;919,32275;176,3023;113,098409;129,554169;119,14384;115,343368
2010-04-30;103,47136;729,622387;167,505203;112,888866;102,410203;107,320604;101,813485
2010-05-31;100,699255;842,738635;154,277663;105,23929;116,363834;101,319999;99,462387
2010-06-30;110,247938;716,410188;181,756717;129,098268;119,372434;116,869809;107,172295
2010-07-31;113,261346;873,819732;179,700691;118,683522;82,217906;114,538917;98,015722
2010-08-31;111,55212;854,981599;145,321408;79,931738;48,536192;93,816627;106,19491
2010-09-30;110,779378;809,558743;183,301762;115,38131;120,419355;118,251774;108,549916
2010-10-31;114,2639;772,640375;161,58457;109,202034;113,10688;115,300412;101,493521
2010-11-30;109,82135;1035,754801;159,649045;96,041358;116,4252;118,322581;104,662165
2010-12-31;112,718416;848,750805;118,356368;55,61572;135,6421;95,334831;111,205906
2011-01-31;112,115159;832,594464;164,092868;76,651285;109,99153;103,421082;103,061978
2011-02-28;100,371773;700,399597;163,29544;90,648371;118,561386;109,257285;98,050525
2011-03-31;112,671017;548,965785;198,263454;114,808913;137,218252;117,587831;115,810561
2011-04-30;109,987963;509,795586;165,348998;104,80822;86,95514;103,657564;103,318212
2011-05-31;112,583401;685,197916;168,361262;121,963613;115,584598;120,448036;112,69658
2011-06-30;106,489448;700,115385;155,866802;106,910262;123,836446;115,282065;103,19536
2011-07-31;107,398271;706,885453;174,745168;107,755081;72,566697;117,687513;98,730221
2011-08-31;109,656172;683,171997;142,854464;78,546388;72,180051;100,084272;113,303251
2011-09-30;107,408325;449,89251;169,185331;115,594384;104,280569;120,027662;104,222497
2011-10-31;106,071107;715,783465;165,776003;108,085831;115,22531;102,938754;101,749007
2011-11-30;102,010619;674,944433;157,905221;98,04637;119,840583;103,125522;106,31311
2011-12-31;102,162869;698,322665;106,055123;69,306465;110,830245;81,522364;102,406103
2012-01-31;94,813198;664,180827;164,642548;88,044599;129,048394;107,155519;103,046118
2012-02-29;91,753827;601,727132;107,31546;67,356753;114,564793;94,228459;98,910313
2012-03-31;102,217449;615,850267;137,401241;112,82399;108,620908;95,984711;106,405277
2012-04-30;100,242503;613,591148;132,095178;103,531792;91,055172;107,144297;101,017231
2012-05-31;101,153133;638,026065;120,442097;100,201165;108,439814;110,600614;104,659505
2012-06-30;95,993856;655,129778;140,73135;117,736139;115,791079;111,138636;99,437937
2012-07-31;96,878632;634,491638;127,155151;121,911868;97,583773;120,5755;96,845728
2012-08-31;98,712818;644,183985;81,77456;74,971396;48,172714;80,891367;103,486989
2012-09-30;94,25734;648,199385;126,386159;100,565827;108,838192;113,466692;94,217472
2012-10-31;96,138925;642,697339;136,098446;119,846435;110,742541;138,880613;109,994892
2012-11-30;94,087854;625,455164;116,786752;102,258118;106,898181;130,128412;98,393797
2012-12-31;95,341765;631,758833;86,862642;60,770887;42,382185;86,137158;95,002799
2013-01-31;88,482806;600,874497;114,692808;74,645711;117,158277;102,76804;103,507854
2013-02-28;86,489696;568,08813;105,613334;81,290618;110,066029;110,685585;91,036688
2013-03-31;96,275968;581,118142;106,201414;98,186816;112,328966;111,572907;98,72247
2013-04-30;91,426342;584,674432;119,086358;112,725281;109,642745;103,814607;99,603258
2013-05-31;94,671327;614,487508;101,87459;96,221557;76,414734;93,671147;101,291922
2013-06-30;93,417481;586,773226;104,466567;111,449568;111,431802;103,050332;89,875863
2013-07-31;100,997176;576,133507;115,739165;132,303944;123,972119;111,760148;102,563386
2013-08-31;105,861713;559,131818;69,064566;76,907224;47,909337;78,354956;93,457396
2013-09-30;96,490075;465,997838;109,390877;107,548424;119,819295;102,458185;95,358356
2013-10-31;94,87352;203,451836;113,922993;120,009617;122,707097;123,65422;105,947935
2013-11-30;91,192568;47,601812;94,346525;96,502612;92,160053;102,820868;91,954003
2013-12-31;94,692844;26,701323;80,942839;70,797226;95,812772;84,052065;97,79644
2014-01-31;91,751955;14,021109;107,059545;87,273045;117,408045;114,057719;102,708651
2014-02-28;82,286602;35,016336;103,110145;90,656918;107,480386;109,885542;90,096968
2014-03-31;92,827989;41,268993;113,507642;105,864754;101,829388;114,869732;95,938259
2014-04-30;90,828025;42,609889;116,338131;117,0329;90,833667;111,323524;104,264107
2014-05-31;94,490038;44,519209;98,402885;91,561557;89,674313;107,708108;94,707523
2014-06-30;88,94581;23,18147;110,352239;107,515579;91,199586;106,775472;94,740626
2014-07-31;95,284308;17,606549;114,977182;118,44815;105,063019;126,125427;99,78169
2014-08-31;93,62679;48,804246;62,733531;68,591599;61,792502;82,334255;92,353065
2014-09-30;92,370007;22,831671;106,578011;108,300314;114,830036;115,457463;100,846867
2014-10-31;95,269945;43,775886;102,17734;112,815963;101,208897;119,521157;107,141213
2014-11-30;89,875112;21,104539;84,875356;85,83135;109,90085;97,913448;91,683813
2014-12-31;93,346707;21,104539;68,151826;65,733572;85,751669;78,964116;104,155071
2015-01-31;92,950282;126,240997;99,597371;81,08155;125,945758;99,230456;99,535453
2015-02-28;87,878621;100,960733;92,601877;85,540985;109,252221;104,183573;90,195572
2015-03-31;100,578599;80,905591;111,182448;107,383606;102,414698;118,666141;109,734115
2015-04-30;99,540137;119,019105;114,373772;115,35481;80,192726;92,842575;99,613871
2015-05-31;106,601106;118,10817;97,286065;92,724565;106,763012;94,185476;90,673679
2015-06-30;102,440075;94,737226;114,919237;126,665082;109,069073;102,366366;105,559681
2015-07-31;105,839855;110,244981;116,562021;119,206036;103,118665;99,874905;97,285147
2015-08-31;100,995133;96,333184;71,606614;70,309725;67,540736;68,509857;96,744942
2015-09-30;96,554019;89,526678;110,650267;114,352546;104,369717;108,579259;107,31223
2015-10-31;101,895709;88,331532;101,971732;113,302551;106,880387;115,160439;101,051114
2015-11-30;101,449012;90,984174;94,273489;100,569692;106,670154;109,405763;96,242785
2015-12-31;103,277452;84,60763;74,975106;73,508852;77,782853;86,995189;106,05141
2016-01-31;100,615944;136,931728;99,063023;76,288294;99,666332;109,352949;97,686572
2016-02-29;97,700206;151,069438;99,348246;94,428942;99,134413;105,043104;98,131317
2016-03-31;102,498965;156,243548;93,422181;106,09712;109,114361;91,627931;109,65707
2016-04-30;101,546682;122,356771;101,752287;109,104229;62,950348;119,054243;99,669511
2016-05-31;100,282716;148,766594;95,550137;106,077327;82,005856;120,563685;103,559291
2016-06-30;95,867456;135,773019;108,252597;121,109453;100,514445;124,391665;102,322991
2016-07-31;99,955235;149,684817;89,215;109,833953;103,815193;118,192851;92,261249
2016-08-31;98,340548;157,01602;75,079678;80,377882;58,735965;88,980825;104,819231
2016-09-30;92,469283;117,853109;118,068527;114,867187;98,636237;124,369721;102,951555
2016-10-31;96,655998;75,002733;93,352098;110,198536;89,605351;122,84285;98,146326
2016-11-30;91,043162;119,689553;95,186578;106,080682;109,155862;125,054526;100,590811
2016-12-31;94,769959;122,684707;71,347082;74,125621;79,958408;106,695918;102,131246
