;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011
2013-07-31;95,389332;562,436587;100,931988;97,828243;104,859483;100,643975;96,396009
2013-08-31;95,709046;556,230524;100,937199;98,916526;104,785908;101,112457;96,381272
2013-09-30;95,593462;555,278337;101,519205;99,926131;104,490427;102,045265;96,409075
2013-10-31;94,989935;215,30179;102,371415;100,682112;103,881394;103,2803;96,46058
2013-11-30;94,064725;41,690361;103,206816;101,042081;103,028149;104,64868;96,479758
2013-12-31;93,114368;41,712493;103,849787;101,036921;102,012544;106,053383;96,507268
2014-01-31;92,265107;41,598128;104,145885;100,724364;100,944352;107,378386;96,539195
2014-02-28;91,580378;41,500602;103,986926;100,123052;99,885247;108,477332;96,568644
2014-03-31;91,067142;41,410236;103,343775;99,300073;98,916749;109,194866;96,643882
2014-04-30;90,768729;41,381922;102,261617;98,326216;98,159126;109,500054;96,752702
2014-05-31;90,763213;41,513809;100,847829;97,260485;97,743049;109,411757;96,891903
2014-06-30;91,063278;22,568309;99,323736;96,278572;97,664993;108,969893;97,097183
2014-07-31;91,508138;22,440785;97,883548;95,483016;97,891185;108,148519;97,373904
2014-08-31;91,863132;22,135446;96,659133;94,949299;98,374797;107,015793;97,70494
2014-09-30;92,096729;21,808207;95,811462;94,758321;98,985249;105,667751;98,114462
2014-10-31;92,361008;21,543088;95,399201;94,895381;99,602659;104,15517;98,556352
2014-11-30;92,760244;21,385;95,455896;95,301975;100,191489;102,503187;99,020445
2014-12-31;93,478049;21,430514;95,937434;95,904852;100,736918;100,805799;99,506034
2015-01-31;94,691709;107,683483;96,709051;96,571887;101,196924;99,141533;99,951716
2015-02-28;96,468366;108,943001;97,653194;97,241961;101,555642;97,629484;100,351406
2015-03-31;98,485468;109,994285;98,609371;97,862435;101,756512;96,466659;100,68879
2015-04-30;100,302821;110,125057;99,479687;98,41021;101,736627;95,747305;100,93665
2015-05-31;101,430957;108,584559;100,183876;98,878368;101,462887;95,498528;101,078299
2015-06-30;101,764034;105,805859;100,672905;99,265811;100,99061;95,741987;101,143398
2015-07-31;101,572657;102,279631;100,898473;99,530457;100,260453;96,442332;101,131094
2015-08-31;101,20466;98,178166;100,866418;99,666709;99,210464;97,602607;101,096206
2015-09-30;100,992012;94,12948;100,614782;99,710809;97,900342;99,272744;101,076085
2015-10-31;101,074473;91,3069;100,176194;99,702404;96,470697;101,386559;101,068395
2015-11-30;101,488869;89,949882;99,639491;99,753594;95,118707;103,857705;101,122993
2015-12-31;101,989837;89,735703;99,034899;99,90817;93,875179;106,489595;101,24832
2016-01-31;102,126216;140,756116;98,383754;100,143636;92,822317;108,995471;101,402139
2016-02-29;101,669147;142,299075;97,72224;100,479222;91,984975;111,195645;101,573224
2016-03-31;100,759489;143,683689;97,101444;100,879646;91,46433;112,962417;101,717447
2016-04-30;99,630726;144,549303;96,508888;101,280371;91,249114;114,307421;101,769166
2016-05-31;98,472189;144,114907;95,98983;101,695019;91,259824;115,298384;101,732898
2016-06-30;97,353169;142,710839;95,575071;102,097676;91,340799;116,016717;101,579401
2016-07-31;96,295312;141,657208;95,296525;102,450975;91,458759;116,595477;101,313844
2016-08-31;95,417738;141,912123;95,271678;102,780992;91,59522;117,137666;101,008338
2016-09-30;94,69447;143,116706;95,569805;103,052332;91,809833;117,639552;100,685164
2016-10-31;93,974138;109,564656;96,185408;103,217685;92,223603;118,100152;100,369747
2016-11-30;93,182652;110,735218;97,059336;103,25005;92,863419;118,612353;100,11525
2016-12-31;92,407914;112,191998;98,046111;103,095616;93,842894;119,247638;99,896044
